cnpj;tipo;abertura;nome;fantasia;natureza_juridica;logradouro;numero;complemento;cep;bairro;municipio;uf;email;telefone;efr;situacao;data_situacao;motivo_situacao;situacao_especial;data_situacao_especial;capital_social
55189930000127;MATRIZ;16/08/1968;IRMANDADE DE MISERICORDIA DE PORTO FERREIRA;HOSPITAL DONA BALBINA;399-9 - Associação Privada;RUA DOUTOR CARLINDO VALERIANI;337;;13.660-017;CENTRO;PORTO FERREIRA;SP;renato.contabilidade@hospitaldonabalbina.com.br;(19) 3589-5500 / (19) 3589-5500;;ATIVA;04/10/2003;;;;0.0
09268215000162;MATRIZ;05/12/2007;INCS - INSTITUTO NACIONAL DE CIENCIAS DA SAUDE;;399-9 - Associação Privada;R EDISSA PACHECO CARVALHO;26;;18.047-631;PARQUE CAMPOLIM;SOROCABA;SP;administrativo@incs.org.br;(15) 3233-1373;;ATIVA;05/12/2007;;;;0.0
23453830000765;FILIAL;16/07/2013;INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E HUMANO - INDSH;HOSPITAL GERAL DE TAILANDIA;399-9 - Associação Privada;AVENIDA FLORIANOPOLIS;S/N;;68.695-000;BAIRRO NOVO;TAILANDIA;PA;fiscal.hgt@indsh.org.br;(11) 3672-5136 / (11) 3675-0637 / (11) 3672-5136;;ATIVA;16/07/2013;;;;0.0
26227882000116;MATRIZ;07/06/2016;INSTITUTO NACIONAL DE GESTAO EM EDUCACAO E SAUDE - INGES;INGES;399-9 - Associação Privada;AVENIDA DEPUTADO JAMEL CECILIO;2929;QUADRAB27 LOTE AREA SALA 808-A;74.810-100;JD GOIAS;GOIANIA;GO;medico@inges.org.br;(62) 3639-0375;;ATIVA;07/06/2016;;;;0.0
44563716000172;MATRIZ;07/02/1975;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;;399-9 - Associação Privada;AVENIDA CL GUILHERME A CASTANHO;496;;18.960-000;CENTRO;BERNARDINO DE CAMPOS;SP;;;;ATIVA;28/12/2002;;;;0.0
40289134000199;MATRIZ;27/11/1990;PROJETO SOCIAL CRESCE COMUNIDADE - PRIMA QUALITA;PRIMA QUALITA;399-9 - Associação Privada;RUA DOUTOR FRANCISCO DE SOUZA;728;;28.800-000;CENTRO;RIO BONITO;RJ;contabil.primaqualita@gmail.com;(21) 6673-1334 / (21) 2209-3632;;ATIVA;14/01/2009;;;;0.0
28064274000163;MATRIZ;02/06/2017;APAS-ASSOCIACAO DE PROTECAO E AMPARO A SAUDE;APAS;399-9 - Associação Privada;RUA CORONEL ALMERINDO REHEM;126;EMPRESARIAL COSTA ANDRADE SALA 1101 SALA 1102;41.820-768;CAMINHO DAS ARVORES;SALVADOR;BA;contato@apasgestao.org.br;(71) 9981-1089;;ATIVA;02/06/2017;;;;0.0
11344038000106;MATRIZ;05/11/2009;INSTITUTO NACIONAL DE TECNOLOGIA E SAUDE;;399-9 - Associação Privada;AV PROFESSOR MAGALHAES NETO;001856;EDIF TK TOWER SALA 806 A 816;41.810-012;PITUBA;SALVADOR;BA;fiscal@ints.org.br;(71) 3018-1212;;ATIVA;05/11/2009;;;;0.0
33981408000140;MATRIZ;17/09/1969;INSTITUTO POSITIVA SOCIAL;;399-9 - Associação Privada;R MARIA EUGENIA;138;;22.261-080;HUMAITA;RIO DE JANEIRO;RJ;contato@positiva.org.br;;;ATIVA;23/10/2004;;;;0.0
09538688000132;MATRIZ;14/04/2008;INSTITUTO DE RESPONSABILIDADE SOCIAL SIRIO LIBANES;INSTITUTO SIRIO LIBANES;399-9 - Associação Privada;R PEIXOTO GOMIDE;337;;01.409-001;BELA VISTA;SAO PAULO;SP;fiscal@irssl.org.br;(11) 5200-0946/ (11) 5200-0900;;ATIVA;14/04/2008;;;;0.0
04488578000190;MATRIZ;10/05/2001;CASA DE ISABEL CENTRO DE APOIO A MULHER A CRIANCA E O ADOLESCENTE VITIMAS DE VIOLENCIA DOMESTICA E SITUACAO DE RISCO;CASA DE ISABEL;399-9 - Associação Privada;RUA VALENTE DE NOVAIS;189;;08.120-420;ITAIM PAULISTA;SAO PAULO;SP;financeirocasadeisabel@hotmail.com;(11) 3578-2573;;ATIVA;27/08/2005;;;;0.0
57571275000100;MATRIZ;07/03/1968;FUNDACAO DO ABC;FUABC - ORGANIZACAO SOCIAL DE SAUDE;127-9 - Fundação Pública de Direito Privado Municipal;AV LAURO GOMES;2000;;09.060-870;VILA SACADURA CABRAL;SANTO ANDRE;SP;contabilidade@fuabc.org.br;(11) 2666-5400/ (11) 2666-5432;MUNICÍPIO DE SAO BERNARDO DO CAMPO;ATIVA;03/06/1998;;;;0.0
61699567000192;MATRIZ;18/02/1971;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL SAO PAULO;399-9 - Associação Privada;R NAPOLEAO DE BARROS;715;;04.024-002;VL CLEMENTINA;SAO PAULO;SP;;;;ATIVA;03/11/2005;;;;0.0
03969808000170;MATRIZ;03/08/2000;INSTITUTO SOCRATES GUANAES - ISG;ISG;399-9 - Associação Privada;R CORONEL ALMERINDO REHEM;82;EDIF TORRE BAHIA EXEC SALA 405 406 407 408;41.820-768;CAMINHO DAS ARVORES;SALVADOR;BA;institucional@isgsaude.org;(11) 4062-8888;;ATIVA;03/11/2005;;;;0.0
03969808000331;FILIAL;18/07/2012;INSTITUTO SOCRATES GUANAES - ISG;HOSPITAL DE DOENCAS TROPICAIS - HDT;399-9 - Associação Privada;AV DEPUTADO JAMEL CECILIO;3310;SALA 104;74.810-907;JD GOIAS;GOIANIA;GO;adoborges59@gmail.com;(62) 8106-4441;;ATIVA;18/07/2012;;;;0.0
11062290000114;MATRIZ;27/05/2009;ISMS - INSTITUTO SOCIAL DE MEDICINA E SAUDE;ISMS;399-9 - Associação Privada;RUA CAMPOS SALES;297;CONJ 703;06.401-000;CENTRO;BARUERI;SP;financeiro@isms.org.br;(11) 4337-6160;;ATIVA;27/05/2009;;;;0.0
43535210000197;MATRIZ;31/12/1965;IRMANDADE DA SANTA CASA DE ANDRADINA;SANTA CASA;399-9 - Associação Privada;AVENIDA GUANABARA;730;;16.901-000;CENTRO;ANDRADINA;SP;;;;ATIVA;28/07/1998;;INTERVENCAO;23/05/2023;0.0
52049244000162;MATRIZ;03/01/1967;IRMANDADE DA SANTA CASA DE MISERICORDIA DE MARILIA;SANTA CASA DE MISERICORDIA DE MARILIA;399-9 - Associação Privada;AV VICENTE FERREIRA;828;;17.515-900;CASCATA;MARILIA;SP;contador@santacasamarilia.com.br;(14) 3402-5560/ (14) 3402-5559;;ATIVA;03/11/2005;;;;0.0
57571275000100;MATRIZ;07/03/1968;FUNDACAO DO ABC;FUABC - ORGANIZACAO SOCIAL DE SAUDE;127-9 - Fundação Pública de Direito Privado Municipal;AV LAURO GOMES;2000;;09.060-870;VILA SACADURA CABRAL;SANTO ANDRE;SP;contabilidade@fuabc.org.br;(11) 2666-5400/ (11) 2666-5432;MUNICÍPIO DE SAO BERNARDO DO CAMPO;ATIVA;03/06/1998;;;;0.0
53524534000183;MATRIZ;31/12/1969;ASSOCIACAO DA IRMANDADE DA SANTA CASA DE MISERICORDIA DE PACAEMBU;;399-9 - Associação Privada;AVENIDA GENTIL WALTER RIBEIRO;360;;17.860-000;JARDIM MARAJA;PACAEMBU;SP;;(18) 3862-1335;;INAPTA;21/11/2023;OMISSÃO DE DECLARAÇÕES;;;0.0
50351626000110;MATRIZ;26/01/1979;BENEFICENCIA HOSPITALAR DE CESARIO LANGE;BENEFICENCIA HOSPITALAR DE CESARIO LANGE;399-9 - Associação Privada;AVENIDA SAO PAULO;340;;18.285-000;VILA BRASIL;CESARIO LANGE;SP;;;;ATIVA;24/09/2005;;;;0.0
24232886013498;FILIAL;07/12/2012;PRO-SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITALAR - EM RECUPERACAO JUDICIAL;HOSPITAL METROPOLITANO DE URGENCIA E EMERGENCIA;399-9 - Associação Privada;RODOVIA BR-316;SN;"KM: 3;";67.010-000;GUANABARA;ANANINDEUA;PA;prosaude@prosaude.org.br;(11) 2238-5566 / (11) 2238-5532 / (11) 2238-5531;;ATIVA;07/12/2012;;;;0.0
47078019000114;MATRIZ;11/10/1968;HOSPITAL MAHATMA GANDHI;HOSPITAL MAHATMA GANDHI;399-9 - Associação Privada;R DUARTINA;1311;;15.810-150;VILA SOTO;CATANDUVA;SP;;(017) 5227-211;;ATIVA;03/11/2005;;;;0.0
24232886016918;FILIAL;20/01/2016;PRO-SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITALAR - EM RECUPERACAO JUDICIAL;HOSPITAL ESTADUAL DE URGENCIA E EMERGENCIA - VITORIA/ES;399-9 - Associação Privada;RUA DESEMBARGADOR JOSE VICENTE;1533;;29.017-090;FORTE SAO JOAO;VITORIA;ES;prosaude@prosaude.org.br;(11) 2238-5566 / (11) 2238-5539 / (11) 2238-5566;;ATIVA;20/01/2016;;;;0.0
42498717000155;MATRIZ;30/07/1975;SECRETARIA DE ESTADO DE SAUDE - SES;RJ - GABINETE DO SECRETARIO - SES;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;R BARAO DE ITAPAGIPE;225;;20.261-005;RIO COMPRIDO;RIO DE JANEIRO;RJ;;(21) 3385-9152;RJ;ATIVA;27/02/1999;;;;0.0
57810053000195;MATRIZ;29/07/1987;PROSAM ASSOCIACAO PRO SAUDE MENTAL;;399-9 - Associação Privada;RUA HEITOR PENTEADO;1448;;05.438-000;SUMARE;SAO PAULO;SP;;(11) 5549-5255;;ATIVA;03/11/2005;;;;0.0
05576125000188;MATRIZ;21/03/2003;REDE DE PROMOCAO A SAUDE - RPS - EM LIQUIDACAO;RPS;399-9 - Associação Privada;AVENIDA DA ACLIMACAO;385;CONJ 72;01.531-001;ACLIMACAO;SAO PAULO;SP;paulomorais@paulomoraisadvogados.com;(11) 3895-0045 / (11) 3031-9083;;INAPTA;03/11/2020;OMISSÃO DE DECLARAÇÕES;LIQUIDACAO EXTRA-JUDICIAL;30/07/2015;0.0
48211585000115;MATRIZ;07/04/1970;SOCIEDADE BRASILEIRA CAMINHO DE DAMASCO;;399-9 - Associação Privada;RUA GABRIELA;144;;17.404-310;LABIENOPOLIS;GARCA;SP;arnaldofernandes@uol.com.br;(11) 5049-2292;;ATIVA;03/11/2005;;;;0.0
60765823000130;MATRIZ;30/08/1969;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;HOSPITAL ISRAELITA ALBERTEINSTEIN;399-9 - Associação Privada;AV ALBERT EINSTEIN;627;;05.652-000;MORUMBI;SAO PAULO;SP;celulafiscal@einstein.br;(11) 2151-1233;;ATIVA;03/11/2005;;;;0.0
10869782000900;FILIAL;27/11/1969;IRMANDADE DA SANTA CASA DE MISERICORDIA DO RECIFE;HOSPITAL REGIONAL FERNANDO BEZERRA;399-9 - Associação Privada;RUA TEOBALDO GOMES TORRES;510;;56.200-000;CENTRO;OURICURI;PE;jchscont@gmail.com;(81) 3437-7793 / (81) 9145-8911;;ATIVA;03/11/2005;;;;0.0
61687356000130;MATRIZ;25/08/1967;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;SECONCI;399-9 - Associação Privada;AV FRANCISCO MATARAZZO;74;;05.001-000;PERDIZES;SAO PAULO;SP;;;;ATIVA;28/08/2004;;;;0.0
42498717010207;FILIAL;21/10/2008;SECRETARIA DE ESTADO DE SAUDE - SES;UPA 24 HORAS - PENHA;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;AVENIDA LOBO JUNIOR COM AV. BRAZ DE PINA;S/N;;21.070-061;PENHA;RIO DE JANEIRO;RJ;;(21) 2299-2577;RIO DE JANEIRO;ATIVA;21/10/2008;;;;0.0
61699567000192;MATRIZ;18/02/1971;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL SAO PAULO;399-9 - Associação Privada;R NAPOLEAO DE BARROS;715;;04.024-002;VL CLEMENTINA;SAO PAULO;SP;;;;ATIVA;03/11/2005;;;;0.0
68311216000101;MATRIZ;22/10/1992;ASSOCIACAO SAUDE DA FAMILIA;;399-9 - Associação Privada;PC MARECHAL CORDEIRO DE FARIAS;45/65;;01.244-050;HIGIENOPOLIS;SAO PAULO;SP;contabilidade@saudedafamilia.org;(11) 3154-7070/ (11) 3529-1550;;ATIVA;03/11/2005;;;;0.0
61699567008681;FILIAL;15/06/2018;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;UNIDADES DE ATEN INTEG - UAI DO MUNICIPIO DE UBERLANDIA;399-9 - Associação Privada;R GUAICURUS;254;SALA 01;38.408-394;VASCO GIFONE (LOTEAMENTO);UBERLANDIA;MG;nfe.serv@uai.spdm.org.br;(34) 3218-0375;;ATIVA;15/06/2018;;;;0.0
61687356000130;MATRIZ;25/08/1967;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;SECONCI;399-9 - Associação Privada;AV FRANCISCO MATARAZZO;74;;05.001-000;PERDIZES;SAO PAULO;SP;;;;ATIVA;28/08/2004;;;;0.0
57571275000100;MATRIZ;07/03/1968;FUNDACAO DO ABC;FUABC - ORGANIZACAO SOCIAL DE SAUDE;127-9 - Fundação Pública de Direito Privado Municipal;AV LAURO GOMES;2000;;09.060-870;VILA SACADURA CABRAL;SANTO ANDRE;SP;contabilidade@fuabc.org.br;(11) 2666-5400/ (11) 2666-5432;MUNICÍPIO DE SAO BERNARDO DO CAMPO;ATIVA;03/06/1998;;;;0.0
67642496000500;FILIAL;23/03/2020;INSTITUTO DE DESENVOLVIMENTO DE GESTAO TECNOLOGIA E PESQUISA EM SAUDE E ASSISTENCIA SOCIAL;PIMENTAS ALFA;399-9 - Associação Privada;RUA SAO JOSE DO PARAISO;100;;07.243-550;PARQUE DAS NACOES;GUARULHOS;SP;matriz@idgt.org.br;(12) 3882-1371;;ATIVA;05/07/2024;;;;0.0
61699567000192;MATRIZ;18/02/1971;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL SAO PAULO;399-9 - Associação Privada;R NAPOLEAO DE BARROS;715;;04.024-002;VL CLEMENTINA;SAO PAULO;SP;;;;ATIVA;03/11/2005;;;;0.0
03969808000170;MATRIZ;03/08/2000;INSTITUTO SOCRATES GUANAES - ISG;ISG;399-9 - Associação Privada;R CORONEL ALMERINDO REHEM;82;EDIF TORRE BAHIA EXEC SALA 405 406 407 408;41.820-768;CAMINHO DAS ARVORES;SALVADOR;BA;institucional@isgsaude.org;(11) 4062-8888;;ATIVA;03/11/2005;;;;0.0
61699567002640;FILIAL;30/03/2010;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL E MATERNIDADE DR. ODELMO LEAO CARNEIRO;399-9 - Associação Privada;R MATA DOS PINHAIS;410;;38.410-651;JARDIM BOTANICO;UBERLANDIA;MG;nfe.serv@hmmdolc.spdm.org.br;(34) 3253-5665;;ATIVA;30/03/2010;;;;0.0
61699567000192;MATRIZ;18/02/1971;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL SAO PAULO;399-9 - Associação Privada;R NAPOLEAO DE BARROS;715;;04.024-002;VL CLEMENTINA;SAO PAULO;SP;;;;ATIVA;03/11/2005;;;;0.0
42498717009373;FILIAL;08/08/2008;SECRETARIA DE ESTADO DE SAUDE - SES;UPA 24 HORAS - NOVA IGUACU;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;AVENIDA ABILIO AUGUSTO TAVORA;1600;;26.291-200;CABUCU;NOVA IGUACU;RJ;;(21) 2299-2577;RIO DE JANEIRO;ATIVA;08/08/2008;;;;0.0
42498717008997;FILIAL;29/04/2008;SECRETARIA DE ESTADO DE SAUDE - SES;UPA 24 HORAS - TIJUCA;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;RUA CONDE DE BONFIM;S/N;;20.520-054;TIJUCA;RIO DE JANEIRO;RJ;;(21) 2299-2558;RIO DE JANEIRO;ATIVA;29/04/2008;;;;0.0
42498717009888;FILIAL;21/10/2008;SECRETARIA DE ESTADO DE SAUDE - SES;UPA 24 HORAS - CAMPO GRANDE II;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;AVENIDA CESARIO DE MELO;S/N;;23.055-002;CAMPO GRANDE;RIO DE JANEIRO;RJ;;(21) 2299-2577;RIO DE JANEIRO;ATIVA;21/10/2008;;;;0.0
42498717009454;FILIAL;04/09/2008;SECRETARIA DE ESTADO DE SAUDE - SES;UPA 24 HORAS - SARAPUI (DUQUE DE CAXIAS II );102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;RUA REPUBLICA DO PARAGUAI;S/N;;25.050-100;VILA SARAPUI;DUQUE DE CAXIAS;RJ;;(21) 2299-2577;RIO DE JANEIRO;ATIVA;04/09/2008;;;;0.0
42498717008563;FILIAL;27/02/2008;SECRETARIA DE ESTADO DE SAUDE - SES;UPA 24 HORAS - SANTA CRUZ;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;AVENIDA CESARIO DE MELO;13655;;23.590-060;SANTA CRUZ;RIO DE JANEIRO;RJ;;(21) 3313-9151 / (21) 3313-9151 / (21) 3157-2391;RIO DE JANEIRO;ATIVA;27/02/2008;;;;0.0
42498717011270;FILIAL;27/08/2010;SECRETARIA DE ESTADO DE SAUDE - SES;UPA 24 HORAS - NOVA IGUACU II;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;ESTRADA DE ANDRIANOPOLIS;S/N;;26.090-005;ADRIANOPOLIS;NOVA IGUACU;RJ;;(21) 2333-3705;RIO DE JANEIRO;ATIVA;27/08/2010;;;;0.0
06254154000196;MATRIZ;20/12/2002;UNIAO PELA BENEFICENCIA COMUNITARIA E SAUDE;UNISAU;399-9 - Associação Privada;RUA DAS FLORES-DE-MAIO;13;SALA 04;07.790-860;PORTAIS (POLVILHO);CAJAMAR;SP;diretoria@unisau.com;(11) 4743-1571;;ATIVA;18/02/2016;;;;0.0
00343941000128;MATRIZ;05/12/1994;VIVA RIO;;399-9 - Associação Privada;R ALBERTO DE CAMPOS;00012;LOT 01 PAL 27575;22.411-030;IPANEMA;RIO DE JANEIRO;RJ;contabilidade@vivario.org.br;(21) 2555-3750;;ATIVA;24/05/2001;;;;0.0
42498717009969;FILIAL;21/10/2008;SECRETARIA DE ESTADO DE SAUDE - SES;UPA 24 HORAS - ENGENHO NOVO;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;RUA SOUZA BARROS;70;;20.961-150;ENGENHO NOVO;RIO DE JANEIRO;RJ;;(21) 2299-2577;RIO DE JANEIRO;ATIVA;21/10/2008;;;;0.0
42498691000579;FILIAL;22/07/1991;SECRETARIA DE ESTADO DE ADMINISTRACAO PENITENCIARIA;HOSPITAL PENAL DR HAMILTON AGOSTINHO VIEIRA DE CASTRO;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;ESTRADA GEN EMILIO MOUREL FILHO;1100;;21.854-010;BANGU;RIO DE JANEIRO;RJ;;;RIO DE JANEIRO;ATIVA;28/07/1998;;;;0.0
42498717008300;FILIAL;28/02/2008;SECRETARIA DE ESTADO DE SAUDE - SES;UPA 24 HORAS - MARE;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;AVENIDA BRASIL;4880;ANEXO COMPLEXO DA MARE;21.040-361;MANGUINHOS;RIO DE JANEIRO;RJ;;(21) 3104-7560 / (21) 3104-7285 / (21) 3104-7003;RIO DE JANEIRO;ATIVA;28/02/2008;;;;0.0
42498717009616;FILIAL;04/09/2008;SECRETARIA DE ESTADO DE SAUDE - SES;UPA 24 HORAS - ILHA DO GOVERNADOR;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;PARQUE POETA MANOEL BANDEIRA;S/N;;21.910-296;COCOTA - ILHA DO GOVERNADOR;RIO DE JANEIRO;RJ;;(21) 2299-2577;RIO DE JANEIRO;ATIVA;04/09/2008;;;;0.0
42498717008482;FILIAL;27/02/2008;SECRETARIA DE ESTADO DE SAUDE - SES;UPA 24 HORAS - IRAJA;102-3 - Órgão Público do Poder Executivo Estadual ou do Distrito Federal;AVENIDA MONSENHOR FELIX;380;;21.235-110;IRAJA;RIO DE JANEIRO;RJ;;(21) 2481-6010 / (21) 2481-5419 / (21) 2481-6174;RIO DE JANEIRO;ATIVA;27/02/2008;;;;0.0
08563756000150;MATRIZ;27/12/2006;ASSOCIACAO NOSSA SENHORA DA SAUDE;ASSOCIACAO NOSSA SENHORA DA SAUDE;399-9 - Associação Privada;RUA 16 DE OUTUBRO;161;;69.901-200;QUINZE;RIO BRANCO;AC;toinhaac@hotmail.com;(68) 9971-3992 / (68) 3244-1987 / (68) 3244-1987;;ATIVA;27/12/2006;;;;0.0
23453830000170;MATRIZ;26/06/1967;INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E HUMANO - INDSH;HOSPITAL E MATERNIDADE DR EUGENIO GOMES DE CARVALHO;399-9 - Associação Privada;RUA DOUTOR CRISTIANO OTONI;233;;33.250-006;CENTRO;PEDRO LEOPOLDO;MG;fiscal.pl@indsh.org.br;(31) 3660-3700;;ATIVA;09/12/2000;;;;0.0
07260939000134;MATRIZ;17/01/2005;INSTITUTO PARA A PROMOCAO DE ASSISTENCIA SOCIAL E DO DESENVOLVIMENTO ESTRATEGICO SUSTENTAVEL DAS CIDADES DO BRASIL-IOM;INSTITUTO OVIDIO MACHADO;399-9 - Associação Privada;R UM;4;II RESID ESPERANCA;65.064-550;RESIDENCIAL SAO DOMINGOS;SAO LUIS;MA;contabilidade@institutoovidiomachado.org;(98) 3302-3294/ (98) 8607-6149;;ATIVA;17/01/2005;;;;0.0
15178551000117;MATRIZ;20/09/1967;ASSOCIACAO OBRAS SOCIAIS IRMA DULCE;;399-9 - Associação Privada;AV DENDEZEIROS DO BONFIM;161;TODO IMOVEL TODO IMOVEL;40.415-006;BONFIM;SALVADOR;BA;carlos.bastos@irmadulce.org.br;(71) 3310-1806/ (71) 3310-1120;;ATIVA;14/12/2002;;;;0.0
21164511000119;MATRIZ;03/10/2014;REDE BRASILEIRA DE DIAGNOSTICOS SPE S.A.;REDE BRASILEIRA DE DIAGNOSTICOS - SEDE;205-4 - Sociedade Anônima Fechada;AV TANCREDO NEVES;001033;EDIF FERREIRA FERRAZ EMPRESARIAL SALA S1;41.820-020;CAMINHO DAS ARVORES;SALVADOR;BA;csc.fiscal@alliar.com;(31) 3123-4700;;ATIVA;03/10/2014;;;;17959100.0
11020634000122;MATRIZ;04/05/2009;FUNDACAO ESTATAL SAUDE DA FAMILIA - FESF;FUNDACAO ESTATAL SAUDE DA FAMILIA DA BAHIA FESF;127-9 - Fundação Pública de Direito Privado Municipal;AV ESTADOS UNIDOS;397;ANDAR 2;40.010-020;COMERCIO;SALVADOR;BA;gabinete@fesfsus.ba.gov.br;(71) 9301-7157;MUNICÍPIO DE ABARE;ATIVA;04/05/2009;;;;0.0
15170723000106;MATRIZ;17/03/1967;LIGA ALVARO BAHIA CONTRA A MORTALIDADE INFANTIL;;399-9 - Associação Privada;R JOSE DUARTE;114;;40.050-050;TORORO;SALVADOR;BA;fiscal@martagaogesteira.org.br;(71) 3324-9700/ (71) 3324-9763;;ATIVA;14/07/2001;;;;0.0
13824560000102;MATRIZ;11/04/1975;SANTA CASA DE MISERICORDIA DE OLIVEIRA DOS CAMPINHOS - INSV - INSTITUTO DE SAUDE NOSSA SENHORA DA VITORIA;INSV - INSTITUTO DE SAUDE NOSSA SENHORA DA VITORIA;399-9 - Associação Privada;R SEBASTIAO DIAS;S N;;44.200-000;CAMPINHOS;SANTO AMARO;BA;estruturacontabil@hotmail.com;(71) 9979-7772;;ATIVA;28/08/2004;;;;0.0
15194004000125;MATRIZ;23/02/1968;FUNDACAO JOSE SILVEIRA;;306-9 - Fundação Privada;LD CAMPO SANTO;S/N;;40.210-320;FEDERACAO;SALVADOR;BA;contabilidade@fjs_com.br;(71) 3504-5713/ (71) 8103-8495;;ATIVA;03/11/2005;;;;0.0
07133125000139;MATRIZ;13/12/2004;INSTITUTO FERNANDO FILGUEIRAS - IFF;;399-9 - Associação Privada;RUA LUCAIA;000337;EDIF PROFESSOR JORGE NOVIS SALA 601;41.940-660;RIO VERMELHO;SALVADOR;BA;iff.diretoriafinanceira@gmail.com;(71) 3379-8088;;ATIVA;13/12/2004;;;;0.0
17810743000120;MATRIZ;22/03/2013;COUTO MAIA CONSTRUCAO E SERVICOS NAO CLINICOS S/A;;205-4 - Sociedade Anônima Fechada;R CORONEL AZEVEDO;S/N;ANDAR 1;41.310-295;AGUAS CLARAS;SALVADOR;BA;financeiro@coutomaiasa.com.br;(71) 2109-8000;;ATIVA;22/03/2013;;;;15000000.0
11858570000133;MATRIZ;16/04/2010;INSTITUTO DE GESTAO E HUMANIZACAO IGH;INSTITUTO DE GESTAO E HUMANIZAO IGH;399-9 - Associação Privada;R DAS HORTENSIAS;000668;EDIF ESPACO EMPRESARIAL ZEM SALA 501;41.810-010;PITUBA;SALVADOR;BA;atendimentofornecedor@igh.org.br;(71) 3377-0851;;ATIVA;16/04/2010;;;;0.0
11943553000102;MATRIZ;14/05/2010;PRODAL SAUDE S/A;;205-4 - Sociedade Anônima Fechada;R MANUEL LINO;141;TODO IMOVEL TODO IMOVEL;40.726-390;PERIPERI;SALVADOR;BA;contabilidade@promedica.com.br;(71) 3271-9169/ (71) 3271-9253;;ATIVA;14/05/2010;;;;20000000.0
05268526001908;FILIAL;05/05/2020;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;HOSPITAL ESTADUAL LEONARDO DA VINCI;330-1 - Organização Social (OS);R ROCHA LIMA;1563;SALA 01;60.135-285;ALDEOTA;FORTALEZA;CE;nivarda@isgh.org.br;(85) 3195-2802/ (85) 9612-7612;;ATIVA;05/05/2020;;;;0.0
05268526002114;FILIAL;21/06/2021;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;CASA DE CUIDADO DO CEARA;330-1 - Organização Social (OS);AVENIDA ALBERTO CRAVEIRO;2222;SALA 04;60.861-212;BOA VISTA / CASTELAO;FORTALEZA;CE;nivarda@isgh.org.br;(85) 3195-2802 / (85) 9612-7612;;ATIVA;21/06/2021;;;;0.0
05268526000847;FILIAL;31/08/2012;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;HOSPITAL GERAL DR WALDEMAR ALCANTARA;330-1 - Organização Social (OS);R PERGENTINO MAIA;1559;;60.840-045;MESSEJANA;FORTALEZA;CE;auxiliadora@isgh.org,br;(85) 3216-8332/ (85) 3216-8343;;ATIVA;31/08/2012;;;;0.0
05268526000332;FILIAL;26/01/2012;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UNIDADE PRONTO ATENDIMENTO PRAIA DO FUTURO;330-1 - Organização Social (OS);RUA JULIO SILVA;440;;60.182-435;PRAIA DO FUTURO;FORTALEZA;CE;auxiliadora@isgh.org.br;(85) 3216-8332 / (85) 3216-8334 / (85) 3216-8334;;ATIVA;26/01/2012;;;;0.0
05268526000413;FILIAL;26/01/2012;INSTITUTO DE SAUDE E GESTAO HOSPITALAR;UNIDADE PRONTO ATENDIMENTO AUTRAN NUNES;330-1 - Organização Social (OS);AVENIDA FERNANDES TAVORA;S/N;;60.526-642;AUTRAN NUNES;FORTALEZA;CE;;(85) 3216-8332;;ATIVA;26/01/2012;;;;0.0
